text,ID,genre,filename,C1_agency,C1_event,C1_world,C1_overall,C2_agency,C2_event,C2_world,C2_overall,C3_agency,C3_event,C3_world,C3_overall,SPACE,avg_agency,avg_event_seq,avg_worldmaking,avg_overall,maxdiff_agency,maxdiff_es,maxdiff_wm,maxdiff_overall,avg_maxdiff,AD
"The militia of Virginia and North Carolina
were engaged in both those. Indeed, if I am not
altogether misinformed, and I think I am not, (my
information is such as I can rely on.) that of
King's Mountain was wholly fought by the militia
of Virginia and North Carolina; at the Cowpens,
the same militia composed the greater part
of the troops. The gentleman says they have
never been paid. How were the militia of Virginia
paid?",104,19CNONFIC,19CNONFIC_5S_hvd-32044012544532-norm.txt,3,3,3,3,2,3,2,2.333333333,2,2,2,2,,2.333333333,2.666666667,2.333333333,2.444444444,1,1,1,1,1,0.37037037
"The month succeeding the middle of October is a time
full of interest to all growers of specimen plants. It is also
one of anxiety, for there is yet time enough to undo a whole
season's work by a single blunder. Less water will be
required as the blooms mature, but never so little that the
foliage wilts. The roots may be injured by excessive supplies
of water to such a degree as to be followed by a serious
loss of leaves, and no treatment could now repair the
damage. And if the plants are intended for exhibition, it
may also be possible that the date is too late for some varie â€¢
ties, and these must be held in check.",23,19CNONFIC,19CNONFIC_5S_coo-31924003382342-norm.txt,3,4,4,3.666666667,1,2,3,2,1,2,3,2,,1.666666667,2.666666667,3.333333333,2.555555556,2,2,1,1.666666667,1.666666667,0.740740741
"The New York
railroad commissioners urged that this charge
should be abolished at New York. The representatives
of the railroads replied that to do so
would put the port of New York at a disadvantage. At other ports steamships lie alongside of
the pier on which the elevator is, and there is an
elevator charge of one cent per bushel. In New
York the ships will not come to the elevator but
the grain must be lightered in floating elevators. The roads pay lighterage, three fourths of a cent
per bushel, and charge elevator charge of one
cent.",28,19CNONFIC,19CNONFIC_5S_coo-31924013754704-norm.txt,1,3,2,2,2,2,3,2.333333333,3,2,3,2.666666667,,2,2.333333333,2.666666667,2.333333333,2,1,1,0.666666667,1.333333333,0.222222222
"The Nuns heaped question upon question so thickly that it was scarcely possible for him to reply. One asked where He was born, since his accent declared him to be a Foreigner: Another wanted to know, why He wore a patch upon his left eye: Sister Helena enquired whether He had not a Sister like him, because She should like such a Companion; and Sister Rachael was fully persuaded that the Brother would be the pleasanter Companion of the Two. Theodore amused himself with retailing to the credulous Nuns for truths all the strange stories which his imagination could invent. He related to them his supposed adventures, and penetrated every Auditor with astonishment, while He talked of Giants, Savages, Ship-wrecks, and Islands inhabited
'By Anthropophagi, and Men whose headsâ€¨Do grow beneath their shoulders,'
With many other circumstances to the full as remarkable. He said, that He was born in Terra Incognita, was educated at an Hottentot University, and had past two years among the Americans of Silesia.",608,NOVEL19C,NOVEL19C_5S_1-EN_1795_Lewis-Matthew_TheMonk_Novel.txt,5,3,5,4.333333333,4,3,4,3.666666667,5,3,4,4,,4.666666667,3,4.333333333,4,1,0,1,0.666666667,0.666666667,0.222222222
"The object we have in view is
TRUTH. If one is mistaken in anything,
another sets him right, without
either ill am e on the one part,
or triumph on the other.' Demosthenes,
inclining his head firil
to Julius and then to Ch â€” s F â€” x,
nodded afTent.

' The ingenious David Hume labours
to account for the superior efficacy
of the ancient over the modern
eloquence, and to raise the tone

of


of the Britifti youth to a more elevated
style of public speaking. I
should think with Mr. Hume, that
the success of ancient oratory was
owing to tit pathetic ^ndfublime by
which it is eminently diillnguilhed
from moil of your Engliili orations,
if I did not know that there is, at
this moment, a speaker in the Bri
tiili senate, who poileiTes all the genius,
the fire, and the insinuation of
Cicero, but who seldom if ever, by
the power of eloquence, carried a
vote.",51,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t12n5v81j-norm.txt,2,3,1,2,2,1,2,1.666666667,3,1,1,1.666666667,,2.333333333,1.666666667,1.333333333,1.777777778,1,2,1,0.333333333,1.333333333,0.148148148
"THE reader of sensibility may perhaps be astonished to find Mrs. Crayton could so positively deny any knowledge of Charlotte; it is therefore but just that her conduct should in some measure be accounted for. She had ever been fully sensible of the superiority of Charlotte's sense and virtue; she was conscious that she had never swerved from rectitude, had it not been for her bad precepts and worse example. These were things as yet unknown to her husband, and she wished not to have that part of her conduct exposed to him, as she had great reason to fear she had already lost considerable part of that power she once maintained over him. She trembled whilst Charlotte was in the house, lest the Colonel should return; she perfectly well remembered how much he seemed interested in her favour whilst on their passage from England, and made no doubt, but, should he see her in her present distress, he would offer her an asylum, and protect her to the utmost of his power. In that case she feared the unguarded nature of Charlotte might discover to the Colonel the part she had taken in the unhappy girl's elopement, and she well knew the contrast between her own and Charlotte's conduct would make the former appear in no very respectable light.",607,NOVEL19C,NOVEL19C_5S_1-EN_1794_Rowson-Susanna_CharlotteTemple_Novel.txt,5,4,5,4.666666667,4,2,3,3,5,4,5,4.666666667,,4.666666667,3.333333333,4.333333333,4.111111111,1,2,2,1.666666667,1.666666667,0.740740741
"The ruby proper is of one colour, but in its
varieties of intensity may change to a very
light pink. When still lighter, it is ranked as
a sapphire, which comes in almost every possible
colour and shade, from ruby to a perfect
transparent colourless crystal. This stone differs
in degrees of hardness and capacity of
working. The hardest being a greenish yellow,
in the shape of pebbles, with very
slightly rounded edges, difficult to work, but
forming the strongest and most perfect jewel
known. It must be remembered that this description
gives the value of the ruby and sapphire as a
material for jeweling only.",11,19CNONFIC,19CNONFIC_5S_chi-41671603-norm.txt,2,2,4,2.666666667,1,1,3,1.666666667,1,2,4,2.333333333,,1.333333333,1.666666667,3.666666667,2.222222222,1,1,1,1,1,0.37037037
"The science of the mind, then,
will be the effect of all the other sciences. Can
the child grow up in active usefulness, and not be
conscious of the possession and use of his own
limbs? The body and the mind should grow together,
and form the sound and perfect man,
whose understanding may be almost measured by
his stature. The mind will see itself in what it
loves and is able to accomplish. Its own works
will be its mirror; and when it is present in the
natural world, feeling the same spirit which gives
life to every object by which it is surrounded, in
its very union with nature it will catch a glimpse
of itself, like that of pristine beauty united with
innocence, at her own native fountain.",96,19CNONFIC,19CNONFIC_5S_hvd-32044010362135-norm.txt,2,4,2,2.666666667,1,1,1,1,2,1,1,1.333333333,,1.666666667,2,1.333333333,1.666666667,1,3,1,1.666666667,1.666666667,0.666666667
"The taste of this epistle was as bad as its grammar, but they should hear it; she read it all through. Now, whoever the writer might be, it seemed pretty clear that he was not the kind of person with whom one could profitably argue; no use in replying to him, even had he given the opportunity. For all that, his uncivil attack had a meaning, and there were plenty of people ready to urge his argument in more respectable terms. 'They will tell you that, in entering the commercial world, you not only unsex yourselves, but do a grievous wrong to the numberless men struggling hard for bare sustenance. You reduce salaries, you press into an already overcrowded field, you injure even your own sex by making it impossible for men to marry, who, if they earned enough, would be supporting a wife.'",681,NOVEL19C,NOVEL19C_5S_1-EN_1893_Gissing-George_TheOddWomen_Novel.txt,1,1,1,1,2,1,1,1.333333333,1,1,1,1,,1.333333333,1,1,1.111111111,1,0,0,0.333333333,0.333333333,0.148148148
"The whole adorned and illustrated with very curious and exceedingly accurat Cuts, furnish't at the charge of several of the Generous and Learned members of the Famous University of Oxford, and engraven by that rare Artist Mr. Loggan. N.B. Since the writing of this Account concerning this useful work, we are informed by the Author thereof, that he already finds eth so much encouragement for the prosecution thereof, that he little doubts, but that about the end of this present Year he shall have finish't in the same Press, where this beginning was made, at least five or six Sections more, which shall be, 1. Legumina &amp; Trifolia. Frumenta &amp; Gramina.",303,SCIENCE,SCIENCE_5S_100919____1672.txt,2,3,1,2,3,2,3,2.666666667,2,2,2,2,,2.333333333,2.333333333,2,2.222222222,1,1,2,0.666666667,1.333333333,0.296296296
"The young wife looked up with a serene and bright expression, as she replied, ""Nay, my father, you have never seen me anxious, or troubled. I have known most perfect contentment since my union with your son."" Pericles answered affectionately, ""I believe it, my daughter; and I have marvelled at your cheerfulness. Assuredly, with more than Helen's beauty, you have inherited the magical Egyptian powder, whereby she drove away all care and melancholy."" Chapter XIV.",634,NOVEL19C,NOVEL19C_5S_1-EN_1836_Child-Lydia_Philothea_Novel.txt,4,3,2,3,4,3,3,3.333333333,3,2,2,2.333333333,,3.666666667,2.666666667,2.333333333,2.888888889,1,1,1,1,1,0.37037037
"Then the Bishop
asked him if he were authorised by them to say so, and they cried
all ' Yea, yea.' Then said he, ' Ye shall find the King's mercy
above liis justice. For wlier you were dead liy the Law, yet by
his mercy he will revive you, wlierefore ye shall depart out of this
realm within xx days upon pain of death, if you be found after
the xx"""" day, and pray for the King, ' and so they passed out of the
Country."" Fox was at this time in the receipt of a large income, and by
means of his position and wealth able, and, from his love of
learning, most willing, to encourage learned men. Ammonius, the
Latin Secretary of Henry VIIL, and the constant correspondent
of Erasmus, writes to Erasmus in November, 1511, saying that
"" the Bishop of Durham (Kouthall) promises to exert himself for
erasmus.",49,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t00z8295r-norm.txt,4,3,3,3.333333333,5,4,3,4,4,3,4,3.666666667,,4.333333333,3.333333333,3.333333333,3.666666667,1,1,1,0.666666667,1,0.222222222
"There
are other crops, however, which are more modest in
their requirements. Thirty to forty loads per acre,
or their equivalent, will do well enough for peas,
snap beans, carrots, parsnips, potatoes, tomatoes,
raspberries and blackberries, or other small fruits. CHAPTER IX. THE PERENNIAL CROPS FOR MONEY. XT O garden products can be considered a safer
and more reliable source of revenue than the
perennials, asparagus, rhubarb, and perhaps some
of*the small fruits.",33,19CNONFIC,19CNONFIC_5S_coo-31924019149487-norm.txt,1,2,4,2.333333333,1,1,3,1.666666667,1,2,3,2,,1,1.666666667,3.333333333,2,0,1,1,0.666666667,0.666666667,0.222222222
"There is also to be an Arsenal, for Boats to lye under, and for containing all necessaries to build and furnish them. If any one shall ask, how far this Work is advanced, this Author assures, that there is so much of it done, that before the end of this year it will be Navigable from the Bason to the Garonne. And if it should be doubted, whether the abovedescribed Store-house will be sufficient to furnish water at all times; the same tells you, that the places are so disposed, that below that great Magazine one may make two or three more, and with little cost convey in Winter the superfluous waters of the same Rivers, that come out of the Black Mountain, into them, for a further supply. This Royal Channel is every where five fathoms large at the bottom, and for the most part nine fathoms and two feet broad above. It is ordinarily between six and nine foot deep, and sometimes more.",312,SCIENCE,SCIENCE_5S_100939____1672.txt,1,2,4,2.333333333,1,1,4,2,1,1,2,1.333333333,,1,1.333333333,3.333333333,1.888888889,0,1,2,1,1,0.37037037
